"","data_set","unit","prediction_horizon","model","prediction_time","pred_mean","pred_var","lb50","ub50","lb95","ub95","obs","unit_wise_log_score","unit_wise_pit_l","unit_wise_pit_u","multiv_log_score"
"771","dengue_sj",1,3,"glarma",1076,13.5617268741522,42.3884598005048,9,17,4,29,7,2.94761351324064,0.105526685505937,0.157991448633902,2.94761351324064
"772","dengue_sj",1,4,"glarma",1076,12.8157046197233,45.5272510448949,8,16,3,29,7,2.77730699819149,0.149402290885659,0.21160809323731,2.77730699819149
"773","dengue_sj",1,5,"glarma",1076,11.7112313152482,49.0045188401473,7,15,3,29,14,3.09205898202016,0.691718547121009,0.737126910204118,3.09205898202016
"774","dengue_sj",1,6,"glarma",1076,11.5635122033874,58.9048470422542,6,15,2,31,16,3.49685055488247,0.78008474595719,0.81037738430263,3.49685055488247
"775","dengue_sj",1,7,"glarma",1076,10.2235259019436,57.7257222143316,5,13,2,30,12,3.09694965414874,0.687255710444317,0.732442538281386,3.09694965414874
"776","dengue_sj",1,8,"glarma",1076,9.98168510369293,58.8556656178646,5,13,1,30,7,2.54045504074118,0.375030845072461,0.453861365602003,2.54045504074118
"777","dengue_sj",1,1,"glarma",1077,12.6676474882789,20.1903838032158,9,15,5,22,23,4.81244326368546,0.97556741286389,0.983695389491539,4.81244326368546
"778","dengue_sj",1,2,"glarma",1077,12.1167564638158,26.9191336386976,8,15,4,24,7,2.77483418128885,0.119993506496961,0.182353322753723,2.77483418128885
"779","dengue_sj",1,3,"glarma",1077,11.4571976509004,32.9756481719696,7,14,3,25,7,2.59666771140856,0.179812051130409,0.254333543172876,2.59666771140856
"780","dengue_sj",1,4,"glarma",1077,10.3623167867608,32.1263019227032,6,13,2,24,14,3.15766750376168,0.766461234994606,0.808986049455822,3.15766750376168
"781","dengue_sj",1,5,"glarma",1077,10.0195616695411,38.9880208895848,6,13,2,26,16,3.6783537960068,0.854028987021094,0.879293518213952,3.6783537960068
"782","dengue_sj",1,6,"glarma",1077,8.85400487194788,35.3199595681982,5,11,1,24,12,3.13634521778735,0.760813331274832,0.80425460780271,3.13634521778735
"783","dengue_sj",1,7,"glarma",1077,8.69920422542175,41.5842636693468,5,11,1,25,7,2.44886606173511,0.434841136738647,0.521232630337576,2.44886606173511
"784","dengue_sj",1,8,"glarma",1077,8.09341791442728,41.7471790360555,4,10,1,25,10,2.99298087432025,0.710395810638132,0.760533570028454,2.99298087432025
"785","dengue_sj",1,1,"glarma",1078,17.4448425697564,31.7139440896882,14,21,8,30,7,4.58691003249898,0.010605314820262,0.0207895937152435,4.58691003249898
"786","dengue_sj",1,2,"glarma",1078,16.0330489109535,43.9658913043528,11,20,6,32,7,3.6246382120198,0.0389334398236725,0.0655921802273954,3.6246382120198
"787","dengue_sj",1,3,"glarma",1078,14.4556457705936,48.2725953689317,10,18,4,31,14,2.78110391556525,0.51304629188227,0.575016351772763,2.78110391556525
"788","dengue_sj",1,4,"glarma",1078,14.0647950967951,58.2895268284175,9,18,4,33,16,3.09328729688291,0.661475993535883,0.706828615092805,3.09328729688291
"789","dengue_sj",1,5,"glarma",1078,12.8103417991992,58.1673262316687,8,16,3,32,12,2.8127559649939,0.520077428269053,0.580116726238824,2.8127559649939
"790","dengue_sj",1,6,"glarma",1078,12.6716528972979,71.2816855500836,7,16,2,35,7,2.68444918193696,0.218311634811435,0.286570416624762,2.68444918193696
"791","dengue_sj",1,7,"glarma",1078,11.7186555644626,72.1605705446723,6,15,2,34,10,2.80062484481462,0.490346396946569,0.551118474588075,2.80062484481462
"792","dengue_sj",1,8,"glarma",1078,11.3419399910848,91.5091795743986,6,14,2,35,5,2.62005208369239,0.173077055137941,0.245876126222209,2.62005208369239
"793","dengue_sj",1,1,"glarma",1079,11.2946934202159,17.1515561084332,8,14,4,21,7,2.72245650689466,0.110732674382045,0.176445805615535,2.72245650689466
"794","dengue_sj",1,2,"glarma",1079,10.7567106882806,22.2261352058829,7,13,3,22,14,2.91394553303888,0.753430073142796,0.807691290680994,2.91394553303888
"795","dengue_sj",1,3,"glarma",1079,10.3841640281057,26.7875204400532,7,13,3,23,16,3.49666777552083,0.857372187167326,0.887670362887909,3.49666777552083
"796","dengue_sj",1,4,"glarma",1079,9.45961402800175,26.9419397008835,6,12,2,22,12,2.91018485408379,0.716401678113369,0.770867338852113,2.91018485408379
"797","dengue_sj",1,5,"glarma",1079,9.04339378688898,32.5338042949792,5,12,2,23,7,2.39369850793971,0.373777046517002,0.465068463208704,2.39369850793971
"798","dengue_sj",1,6,"glarma",1079,8.43535961482131,35.0473559851766,5,11,1,23,10,2.84458434674738,0.677071088647293,0.735229524106729,2.84458434674738
"799","dengue_sj",1,7,"glarma",1079,8.14901126892173,42.7226178729156,4,10,1,24,5,2.30657572077864,0.287852167500049,0.387453899918965,2.30657572077864
"800","dengue_sj",1,8,"glarma",1079,7.83261969027845,46.9358718567771,4,10,1,24,4,2.28833494804235,0.221615079059815,0.323050295287665,2.28833494804235
"801","dengue_sj",1,1,"glarma",1080,8.73425148893236,12.3587966702414,6,11,3,16,14,3.40005491520092,0.904577741708296,0.937949179019117,3.40005491520092
"802","dengue_sj",1,2,"glarma",1080,8.67862335636723,15.540566165676,6,11,2,18,16,4.03701019956157,0.943232599025594,0.960882763101485,4.03701019956157
"803","dengue_sj",1,3,"glarma",1080,7.82228366586828,16.1865881460721,5,10,2,17,12,3.14270767094559,0.835779184968575,0.878944945816637,3.14270767094559
"804","dengue_sj",1,4,"glarma",1080,7.38002869431508,17.8138808026876,4,10,1,18,7,2.28059970980569,0.48236351888999,0.584586403153469,2.28059970980569
"805","dengue_sj",1,5,"glarma",1080,6.6527462848194,17.0070782059382,4,9,1,17,10,3.02288541224325,0.800992481709468,0.849653091393089,3.02288541224325
"806","dengue_sj",1,6,"glarma",1080,6.44409613828042,19.0515882434032,3,8,1,17,5,2.16707714789636,0.378536744755549,0.493048574143048,2.16707714789636
"807","dengue_sj",1,7,"glarma",1080,6.19667277126323,18.8174832002397,3,8,1,17,4,2.12083512488666,0.288402067953921,0.408333496910616,2.12083512488666
"808","dengue_sj",1,8,"glarma",1080,6.44387675127817,22.7064583433161,3,8,1,19,7,2.51861336258544,0.606468771181871,0.687040023620638,2.51861336258544
"809","dengue_sj",1,1,"glarma",1081,10.9091570469722,16.5625131801421,8,13,4,20,16,3.24593820085049,0.868235810553674,0.907167831715846,3.24593820085049
"810","dengue_sj",1,2,"glarma",1081,9.64066060056725,18.7548635800199,7,12,3,20,12,2.709524168457,0.706750293381004,0.773318767941109,2.709524168457
"811","dengue_sj",1,3,"glarma",1081,9.08253590735012,20.732534777119,6,12,2,20,7,2.29878942226685,0.311436444752911,0.411816733093721,2.29878942226685
"812","dengue_sj",1,4,"glarma",1081,8.25927191280172,22.0407157504021,5,11,2,20,10,2.6942116281952,0.678214994304559,0.745810645583532,2.6942116281952
"813","dengue_sj",1,5,"glarma",1081,8.19462940587239,25.3381743487448,5,11,1,21,5,2.3010876828133,0.228307569891297,0.328457423077213,2.3010876828133
"814","dengue_sj",1,6,"glarma",1081,7.91704403980338,27.3482647523011,4,10,1,21,4,2.3451304868596,0.167929715088638,0.263764411234681,2.3451304868596
"815","dengue_sj",1,7,"glarma",1081,8.17438345379399,36.6379809497219,4,10,1,22,7,2.43118206914748,0.460855637663896,0.548788466104784,2.43118206914748
"816","dengue_sj",1,8,"glarma",1081,7.54997457272257,49.2945680132217,4,10,1,22,7,2.46494646097251,0.528576454531262,0.613589848315548,2.46494646097251
"817","dengue_sj",1,1,"glarma",1082,11.6071884921972,17.8187351473588,9,14,4,21,12,2.39806101232579,0.514792790963831,0.605686815891705,2.39806101232579
"818","dengue_sj",1,2,"glarma",1082,11.0001309770741,22.9594683884386,8,14,3,22,7,2.56540930989312,0.166411292476051,0.243298996578384,2.56540930989312
"819","dengue_sj",1,3,"glarma",1082,9.88354235131897,23.6258011366605,6,13,3,21,10,2.49677029343587,0.530458843345722,0.612809381004255,2.49677029343587
"820","dengue_sj",1,4,"glarma",1082,9.68311512977866,26.2754284082867,6,12,2,22,5,2.5861397164846,0.130127056223592,0.205437254619333,2.5861397164846
"821","dengue_sj",1,5,"glarma",1082,9.57891716730953,31.3545998129206,6,12,2,24,4,2.7162356533201,0.0893253165288335,0.155448513687262,2.7162356533201
"822","dengue_sj",1,6,"glarma",1082,9.94434554433231,41.2355797920744,6,13,2,26,7,2.46145580841186,0.325880900863766,0.411191565401368,2.46145580841186
"823","dengue_sj",1,7,"glarma",1082,9.11945621150877,40.4640179814854,5,12,1,26,7,2.46076304684053,0.400900006738695,0.486269791702128,2.46076304684053
"824","dengue_sj",1,8,"glarma",1082,9.4045812137433,57.3043654551729,5,12,1,28,4,2.48519778369081,0.153676661854992,0.236985737561038,2.48519778369081
"825","dengue_sj",1,1,"glarma",1083,10.7035569930358,15.9417507441846,8,13,4,20,7,2.57776360680272,0.137467669592193,0.213411323713621,2.57776360680272
"826","dengue_sj",1,2,"glarma",1083,9.82748194960832,19.1809959149052,7,12,3,20,10,2.40383287451898,0.520744197843981,0.611115106116685,2.40383287451898
"827","dengue_sj",1,3,"glarma",1083,9.72117366978764,22.927863274915,6,12,3,21,5,2.6431757280728,0.11055126399714,0.18168626903394,2.6431757280728
"828","dengue_sj",1,4,"glarma",1083,9.5266978049408,26.3431533985574,6,12,2,22,4,2.7854249914348,0.0763001219229448,0.138002982193681,2.7854249914348
"829","dengue_sj",1,5,"glarma",1083,9.97414791592755,35.6382383387873,6,13,2,25,7,2.43819124981742,0.302628723454259,0.389947369784965,2.43819124981742
"830","dengue_sj",1,6,"glarma",1083,9.13055527513008,36.7835331741298,5,12,2,24,7,2.42591957425844,0.385115453424788,0.473512247663998,2.42591957425844
"831","dengue_sj",1,7,"glarma",1083,9.37446629631282,48.48043630194,5,12,1,26,4,2.53836685660329,0.132159438867485,0.211154744030028,2.53836685660329
"832","dengue_sj",1,8,"glarma",1083,9.82090259420322,61.657841038755,5,12,1,29,5,2.47459886094838,0.209699309007753,0.293896067099503,2.47459886094838
"833","dengue_sj",1,1,"glarma",1084,8.20891214301668,11.3529017112088,6,10,3,16,10,2.40147578975925,0.675280038074237,0.765864209478453,2.40147578975925
"834","dengue_sj",1,2,"glarma",1084,8.2961893131204,15.2114527069055,6,11,2,17,5,2.36418042648059,0.153267176781589,0.247293507070347,2.36418042648059
"835","dengue_sj",1,3,"glarma",1084,7.98981106989559,16.9763967105004,5,10,2,18,4,2.47678932688104,0.108959713621969,0.192972243430031,2.47678932688104
"836","dengue_sj",1,4,"glarma",1084,8.24370364113554,21.0129701407045,5,11,2,19,7,2.28091900956759,0.399376532365866,0.501566782097115,2.28091900956759
"837","dengue_sj",1,5,"glarma",1084,7.42404086624918,21.3279987545044,4,10,1,19,7,2.31891614750033,0.491936947773431,0.590317105192832,2.31891614750033
"838","dengue_sj",1,6,"glarma",1084,7.60361512045152,28.6632648773424,4,10,1,20,4,2.29565193094107,0.18274087500528,0.283436600211494,2.29565193094107
"839","dengue_sj",1,7,"glarma",1084,8.15551223311805,39.5791189616868,4,10,1,22,5,2.31409468402773,0.271705547671676,0.370561186764156,2.31409468402773
"840","dengue_sj",1,8,"glarma",1084,8.044501704903,41.5114636394545,4,10,1,23,5,2.31691281911136,0.29362587558463,0.392203318313951,2.31691281911136
"841","dengue_sj",1,1,"glarma",1085,8.7550783444498,12.2049531487548,6,11,3,17,5,2.57450790217696,0.0978274518581679,0.17401875900942,2.57450790217696
"842","dengue_sj",1,2,"glarma",1085,8.60401685553381,15.6571069205284,6,11,2,18,4,2.72937530148016,0.0707804492196075,0.136040494009963,2.72937530148016
"843","dengue_sj",1,3,"glarma",1085,8.76853240738893,19.5763418223811,6,11,2,19,7,2.2758959260689,0.336455041598122,0.439159892847713,2.2758959260689
"844","dengue_sj",1,4,"glarma",1085,7.99367220203282,20.7632342345159,5,10,2,19,7,2.29233898092106,0.428499625075996,0.529529503397703,2.29233898092106
"845","dengue_sj",1,5,"glarma",1085,8.21230330475877,24.5990097373535,5,11,1,21,4,2.42410278962376,0.137609730510943,0.226167268662001,2.42410278962376
"846","dengue_sj",1,6,"glarma",1085,8.70036947501185,33.3145368189424,5,11,1,23,5,2.36769280064099,0.222289569516195,0.315986223464308,2.36769280064099
"847","dengue_sj",1,7,"glarma",1085,8.49464837615416,36.6758916546243,4,11,1,24,5,2.33180535927976,0.250030357857129,0.347150609630488,2.33180535927976
"848","dengue_sj",1,8,"glarma",1085,8.64090050225701,43.3590861809273,4,11,1,26,3,2.55354674561133,0.0948433680695482,0.172648588794814,2.55354674561133
"849","dengue_sj",1,1,"glarma",1086,6.89648782308006,8.95178968975899,5,9,2,14,4,2.3077195748198,0.116324423722503,0.215812291432003,2.3077195748198
"850","dengue_sj",1,2,"glarma",1086,7.29225302095115,12.2631504906388,5,9,2,15,7,2.13848169880725,0.456467220700617,0.574300834890785,2.13848169880725
"851","dengue_sj",1,3,"glarma",1086,6.57092501965631,12.5250834454185,4,8,1,15,7,2.22167497008924,0.554044286130166,0.66247163021417,2.22167497008924
"852","dengue_sj",1,4,"glarma",1086,6.64904313508346,14.0760741663301,4,9,1,16,4,2.15758569093883,0.196473121654469,0.312077009556509,2.15758569093883
"853","dengue_sj",1,5,"glarma",1086,6.8541437321208,16.1349916496877,4,9,1,17,5,2.15015677915178,0.309328064573702,0.425793961491245,2.15015677915178
"854","dengue_sj",1,6,"glarma",1086,6.65332615945851,17.4189374744472,4,9,1,17,5,2.15475845525046,0.342970748999452,0.458901938800871,2.15475845525046
"855","dengue_sj",1,7,"glarma",1086,6.57739002774673,19.4197112959448,4,9,1,17,3,2.24304952651586,0.142363299614761,0.248497650470661,2.24304952651586
"856","dengue_sj",1,8,"glarma",1086,6.70470694370731,21.7665675227815,3,9,1,18,4,2.17907149325678,0.256048623274934,0.369195162481884,2.17907149325678
"857","dengue_sj",1,1,"glarma",1087,6.04985982088615,7.69053299709388,4,8,1,12,7,2.10007228772016,0.596782607363337,0.719230183840242,2.10007228772016
"858","dengue_sj",1,2,"glarma",1087,5.59330882570719,8.57806638843698,3,7,1,12,7,2.26768509728093,0.66675674494729,0.770308359704043,2.26768509728093
"859","dengue_sj",1,3,"glarma",1087,5.65550213153106,9.82830013023088,3,7,1,13,4,1.96875586399769,0.261450582055479,0.401081049541739,1.96875586399769
"860","dengue_sj",1,4,"glarma",1087,5.84594211228187,11.9137779995759,3,8,1,14,5,2.0303797319512,0.39412000623332,0.525405664555959,2.0303797319512
"861","dengue_sj",1,5,"glarma",1087,5.72276322089913,13.3297715349774,3,7,1,14,5,2.05824115948774,0.422603077612503,0.550281415969354,2.05824115948774
"862","dengue_sj",1,6,"glarma",1087,5.70369549839525,15.1961350655036,3,7,1,15,3,2.06365981636061,0.180706224705424,0.307694589011179,2.06365981636061
"863","dengue_sj",1,7,"glarma",1087,5.81055723630158,17.0142674676965,3,8,1,16,4,2.05796688606272,0.316758445658992,0.444471807593803,2.05796688606272
"864","dengue_sj",1,8,"glarma",1087,6.43730507141118,26.0604514127697,3,8,1,19,3,2.16397713487661,0.175027854008765,0.289895222361263,2.16397713487661
"865","dengue_sj",1,1,"glarma",1088,5.75364955627709,7.25629229109941,4,7,1,12,7,2.14346620516699,0.640075247892431,0.757322981060152,2.14346620516699
"866","dengue_sj",1,2,"glarma",1088,5.90750699428968,9.06861286652368,4,8,1,13,4,2.0037705448797,0.218662547103019,0.353488503403842,2.0037705448797
"867","dengue_sj",1,3,"glarma",1088,6.09418802219918,10.7324438831452,4,8,1,14,5,2.01414162477854,0.349390372132605,0.482825263559147,2.01414162477854
"868","dengue_sj",1,4,"glarma",1088,5.98732368149291,12.5158131157307,3,8,1,14,5,2.05189031038789,0.383976850100965,0.512468634620877,2.05189031038789
"869","dengue_sj",1,5,"glarma",1088,6.02559720908595,14.1620471248031,3,8,1,15,3,2.14655127471214,0.150627381387311,0.26751395453254,2.14655127471214
"870","dengue_sj",1,6,"glarma",1088,6.08089596282988,16.9600201908858,3,8,1,16,4,2.07039934144057,0.284441927122884,0.410577327676388,2.07039934144057
"871","dengue_sj",1,7,"glarma",1088,6.66162257706678,21.9716248593774,3,9,1,19,3,2.22393837703419,0.149957327870293,0.258139534278488,2.22393837703419
"872","dengue_sj",1,8,"glarma",1088,7.02834395994229,29.3871813187099,3,9,1,21,7,2.5167317827258,0.569454541091696,0.65017753749074,2.5167317827258
"873","dengue_sj",1,1,"glarma",1089,6.14965132783238,7.77394790121975,4,8,1,12,4,2.07763844510482,0.168910221166158,0.29413581155755,2.07763844510482
"874","dengue_sj",1,2,"glarma",1089,6.41105724900008,10.0430272130929,4,8,1,14,5,2.01564831926722,0.296406036163321,0.429640033355474,2.01564831926722
"875","dengue_sj",1,3,"glarma",1089,6.24552169743315,11.2556594762861,4,8,1,14,5,2.02632405003282,0.333425082417755,0.465244274801897,2.02632405003282
"876","dengue_sj",1,4,"glarma",1089,6.30646911122079,13.5758768217058,4,8,1,15,3,2.24536498402387,0.120037197419679,0.225926082987923,2.24536498402387
"877","dengue_sj",1,5,"glarma",1089,6.4253835479652,15.7790193235115,4,8,1,16,4,2.11124158137326,0.233267153646315,0.354354686685815,2.11124158137326
"878","dengue_sj",1,6,"glarma",1089,7.0536836748564,21.9474309464025,4,9,1,19,3,2.34842690877263,0.115931257282881,0.2114505619538,2.34842690877263
"879","dengue_sj",1,7,"glarma",1089,7.26627001509444,25.7058692220044,4,9,1,20,7,2.40887382225248,0.530627696915855,0.620544196450929,2.40887382225248
"880","dengue_sj",1,8,"glarma",1089,7.87323099503771,35.1771925413467,4,10,1,23,3,2.44019277605528,0.107400833457064,0.194544884013384,2.44019277605528
"881","dengue_sj",1,1,"glarma",1090,5.40426944911817,6.65979973789621,4,7,1,11,5,1.86223137363535,0.392646628395942,0.547972282221917,1.86223137363535
"882","dengue_sj",1,2,"glarma",1090,5.39150034982935,8.08759628722428,3,7,1,12,5,1.92563412618749,0.420415871492479,0.566199154034453,1.92563412618749
"883","dengue_sj",1,3,"glarma",1090,5.33063119754577,8.89064648700779,3,7,1,12,3,2.01970834458289,0.160537233034496,0.293231393442194,2.01970834458289
"884","dengue_sj",1,4,"glarma",1090,5.33368941332097,9.99273299081391,3,7,1,13,4,1.93743775680912,0.309501130819841,0.453573757182199,1.93743775680912
"885","dengue_sj",1,5,"glarma",1090,5.72845861536399,12.278935285271,3,8,1,14,3,2.09315942962777,0.162210041057788,0.285507012746373,2.09315942962777
"886","dengue_sj",1,6,"glarma",1090,6.01942710578105,15.1741586453294,3,8,1,16,7,2.43172795483489,0.632049966877613,0.719934807145222,2.43172795483489
"887","dengue_sj",1,7,"glarma",1090,6.55732438906407,19.2280845048905,3,9,1,18,3,2.2377130233646,0.14637521343172,0.253077464538426,2.2377130233646
"888","dengue_sj",1,8,"glarma",1090,7.34530509225505,26.1009556521561,4,10,1,20,4,2.2554849002288,0.217886009545672,0.322708712403979,2.2554849002288
"889","dengue_sj",1,1,"glarma",1091,5.08874645010472,6.16576124681373,3,7,1,11,5,1.84893796819079,0.437733327081523,0.595137572973578,1.84893796819079
"890","dengue_sj",1,2,"glarma",1091,5.15423756716534,7.63451657663949,3,7,1,11,3,1.97970563844802,0.160584436253207,0.298694321821424,1.97970563844802
"891","dengue_sj",1,3,"glarma",1091,5.17774637605323,8.57072862769225,3,7,1,12,4,1.89440952105233,0.311328570134158,0.461735691203412,1.89440952105233
"892","dengue_sj",1,4,"glarma",1091,5.59498060380514,10.7414247824044,3,7,1,13,3,2.07414517537755,0.155395335501111,0.281059137606729,2.07414517537755
"893","dengue_sj",1,5,"glarma",1091,5.84273804631688,13.0802677221645,3,8,1,14,7,2.38933820219177,0.646198207270032,0.73788855154174,2.38933820219177
"894","dengue_sj",1,6,"glarma",1091,6.38663386030144,18.4866897211675,3,8,1,17,3,2.21007645607607,0.142110615174988,0.251802876729992,2.21007645607607
"895","dengue_sj",1,7,"glarma",1091,7.28129479866662,25.5630032255438,4,9,1,20,4,2.23398478814347,0.209099163155131,0.316199967841684,2.23398478814347
"896","dengue_sj",1,8,"glarma",1091,7.96724446584945,33.5944310975607,4,10,1,22,7,2.44226547911956,0.480077717152189,0.567041331028315,2.44226547911956
"897","dengue_sj",1,1,"glarma",1092,4.9744674815075,6.01366158893098,3,7,1,11,3,1.95631147921473,0.15182211416158,0.293201053677654,1.95631147921473
"898","dengue_sj",1,2,"glarma",1092,5.09442722969437,7.39127752829608,3,7,1,11,4,1.85736069670852,0.304284348612123,0.460368388944861,1.85736069670852
"899","dengue_sj",1,3,"glarma",1092,5.44873811137793,9.01233523823297,3,7,1,12,3,2.05525204703324,0.150668300072703,0.278728854299428,2.05525204703324
"900","dengue_sj",1,4,"glarma",1092,5.76143662327655,11.5049871406504,3,8,1,14,7,2.36147150629752,0.652207108701436,0.746488494120076,2.36147150629752
"901","dengue_sj",1,5,"glarma",1092,6.21474158920321,13.8765921144984,4,8,1,15,3,2.21503440533461,0.132943969392833,0.242093728242719,2.21503440533461
"902","dengue_sj",1,6,"glarma",1092,6.91291846184272,18.8821645039184,4,9,1,18,4,2.19918536145519,0.210234828148014,0.321128287810503,2.19918536145519
"903","dengue_sj",1,7,"glarma",1092,7.69414711238897,27.5145214213968,4,10,1,21,7,2.40948437246419,0.493123494733069,0.582985112486063,2.40948437246419
"904","dengue_sj",1,8,"glarma",1092,8.31896450779053,35.4273650224833,4,11,1,24,9,2.72212034091662,0.619338704618319,0.685073930084296,2.72212034091662
"905","dengue_sj",1,1,"glarma",1093,4.28046472386054,4.98032900851834,3,6,1,9,4,1.73181489349735,0.3918574189456,0.568820368389184,1.73181489349735
"906","dengue_sj",1,2,"glarma",1093,4.73040453948064,6.73582334215599,3,6,1,11,3,1.86513199295635,0.197049335877964,0.351925101903453,1.86513199295635
"907","dengue_sj",1,3,"glarma",1093,4.91582299830411,7.92558606389164,3,6,1,11,7,2.47008111923681,0.752169970028512,0.83674796784916,2.47008111923681
"908","dengue_sj",1,4,"glarma",1093,5.34993093153062,10.0895735997646,3,7,1,13,3,2.01052735603591,0.172568552035059,0.306486585595679,2.01052735603591
"909","dengue_sj",1,5,"glarma",1093,5.92558338164263,13.6983917174186,3,8,1,15,4,2.02645642058691,0.268063201811278,0.399864946370699,2.02645642058691
"910","dengue_sj",1,6,"glarma",1093,6.48798219439514,18.5115651459183,4,8,1,17,7,2.39490796422667,0.589241196665836,0.680422267122599,2.39490796422667
"911","dengue_sj",1,7,"glarma",1093,6.99307856154459,22.8918634802836,4,9,1,19,9,2.79549257562472,0.713208400740603,0.774293178788744,2.79549257562472
"912","dengue_sj",1,8,"glarma",1093,8.12918378619643,35.4834383686873,4,10,1,23,23,5.44586824709712,0.970826786327004,0.975140879009622,5.44586824709712
"913","dengue_sj",1,1,"glarma",1094,4.52212121811928,5.35795429392768,3,6,1,10,3,1.81911823764798,0.1948033656135,0.356972047761032,1.81911823764798
"914","dengue_sj",1,2,"glarma",1094,4.74010806578104,6.75446380374235,3,6,1,11,7,2.48082407179194,0.775686877908339,0.859361121497525,2.48082407179194
"915","dengue_sj",1,3,"glarma",1094,5.11545127222226,8.39165358746616,3,7,1,12,3,1.96339889325818,0.178115877483103,0.318496348377609,1.96339889325818
"916","dengue_sj",1,4,"glarma",1094,5.65812806491846,11.0523690454836,3,7,1,14,4,1.98535775142654,0.277679845498927,0.415011320295557,1.98535775142654
"917","dengue_sj",1,5,"glarma",1094,6.21471621184162,14.7500661075658,4,8,1,15,7,2.36653260162592,0.607006217185512,0.700811640984387,2.36653260162592
"918","dengue_sj",1,6,"glarma",1094,6.66134718599655,19.0833086810401,4,9,1,17,9,2.80740498754792,0.739595473834006,0.799956901819684,2.80740498754792
"919","dengue_sj",1,7,"glarma",1094,7.5032183608055,26.2652620267407,4,10,1,20,23,5.83000953937558,0.983265924761646,0.986203973714583,5.83000953937558
"920","dengue_sj",1,8,"glarma",1094,8.55323209575046,35.4326831106269,4,11,1,24,13,3.43080822914927,0.809367897667065,0.841728672945665,3.43080822914927
"921","dengue_sj",1,1,"glarma",1095,4.16205755898848,4.97873128898997,3,6,1,9,7,2.69535083296203,0.853875587500006,0.92139427733657,2.69535083296203
"922","dengue_sj",1,2,"glarma",1095,4.50691467762082,6.22935852918718,3,6,1,10,3,1.81125532461285,0.218580601340357,0.382029427969555,1.81125532461285
"923","dengue_sj",1,3,"glarma",1095,4.94252745128906,7.78393808326149,3,7,1,11,4,1.86339712079084,0.335838077824345,0.490982766711367,1.86339712079084
"924","dengue_sj",1,4,"glarma",1095,5.38775145718067,9.76512286453659,3,7,1,13,7,2.39955334005542,0.692055408845431,0.782813891261527,2.39955334005542
"925","dengue_sj",1,5,"glarma",1095,5.78501264951131,12.1747862214686,3,8,1,14,9,2.92568918613953,0.813148584309273,0.866776304001989,2.92568918613953
"926","dengue_sj",1,6,"glarma",1095,6.60270875988264,17.4008507828172,4,9,1,17,23,6.69558527010492,0.994754394208732,0.99599075226779,6.69558527010492
"927","dengue_sj",1,7,"glarma",1095,7.47827791264271,24.1734419540974,4,10,1,20,13,3.58616567530147,0.865915361631094,0.893619716149829,3.58616567530147
"928","dengue_sj",1,8,"glarma",1095,8.28509309165535,32.4171879137082,4,11,1,23,30,6.71424735191937,0.992599802656314,0.993813301662311,6.71424735191937
"929","dengue_sj",1,1,"glarma",1096,5.54165930012924,6.84569844805774,4,7,1,11,3,2.15505342987774,0.109969501342179,0.225866499427186,2.15505342987774
"930","dengue_sj",1,2,"glarma",1096,5.97816789545027,9.09116776957241,4,8,1,13,4,2.01841362825519,0.210155922638699,0.343021995607452,2.01841362825519
"931","dengue_sj",1,3,"glarma",1096,6.54841339086226,12.4329836212563,4,8,1,15,7,2.22390425849887,0.555834165155535,0.664020062645127,2.22390425849887
"932","dengue_sj",1,4,"glarma",1096,6.96340219292096,15.2410310666738,4,9,1,16,9,2.63210127982958,0.711287397790324,0.783214562025632,2.63210127982958
"933","dengue_sj",1,5,"glarma",1096,7.99607931795799,21.5195042698053,5,10,2,19,23,5.97320541000328,0.988630946870238,0.991177014006199,5.97320541000328
"934","dengue_sj",1,6,"glarma",1096,9.17559388042299,31.8572224971045,5,12,2,23,13,3.23117479284743,0.785006172406042,0.824517226614523,3.23117479284743
"935","dengue_sj",1,7,"glarma",1096,10.3459572464435,45.4087897879086,6,13,2,28,30,5.91655452940915,0.98074907717025,0.98344354508213,5.91655452940915
"936","dengue_sj",1,8,"glarma",1096,12.3444232274696,84.2897151589334,6,15,2,37,32,5.6467841612682,0.95989853830936,0.963427385058878,5.6467841612682
"937","dengue_sj",1,1,"glarma",1097,4.97878285061566,6.01832574304209,3,7,1,11,4,1.81129833895117,0.292578883450926,0.456020679588207,1.81129833895117
"938","dengue_sj",1,2,"glarma",1097,5.6393990077202,8.48446862510362,4,7,1,12,7,2.2510174896911,0.659770764977059,0.765062801455114,2.2510174896911
"939","dengue_sj",1,3,"glarma",1097,6.0973396237554,11.0255887708406,4,8,1,14,9,2.77739084522384,0.794983654897915,0.857184241696302,2.77739084522384
"940","dengue_sj",1,4,"glarma",1097,6.99302611080466,15.1932180246366,4,9,1,16,23,7.03829228382545,0.996525861466287,0.997403485482295,7.03829228382545
"941","dengue_sj",1,5,"glarma",1097,7.83020069387417,20.3904846766447,5,10,1,19,13,3.44872661970574,0.863663580820116,0.895449667214637,3.44872661970574
"942","dengue_sj",1,6,"glarma",1097,8.91534985195772,28.8060619434283,5,11,2,22,30,6.90718239545695,0.994362638305834,0.995363211353489,6.90718239545695
"943","dengue_sj",1,7,"glarma",1097,10.3825243911842,42.8094321201508,6,13,2,27,32,6.27327559616684,0.987317397832751,0.989203438379554,6.27327559616684
